DateTime,PairID,PairName,Open,High,Low,Close,Volume,Spread,SMA_10,SMA_50,Trend,RSI_14,RSI_Signal,EMA_12,EMA_26,MACD,MACD_Signal_Line,MACD_Histogram,MACD_Signal,BB_Middle,BB_Upper,BB_Lower,BB_Signal,ATR_14,Trend_Score,RSI_Score,MACD_Score,BB_Score,TechnicalScore,TechnicalSignal,ML_Signal,ML_Probability_Up,FinalAISignal,SignalConfidence,Position,NetPnL,CumulativePnL,Drawdown,FilteredPosition,FilteredNetPnL,FilteredCumulativePnL,FilteredDrawdown,Date,Hour,Month,Year,RiskLevel
2023-01-01 10:00:00,1,EUR/USD,1.07958,1.07958,1.07908,1.07926,2345,1.2,1.080394,,HOLD,,NEUTRAL,1.0803321018292205,1.080437695179551,-0.0001055933503304,-1.9448126537998308e-05,-8.614522379244795e-05,SELL,,,,NEUTRAL,,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,8.000000000020002,-265.99999999998965,-265.99999999998965,0.0,-0.0,0.0,0.0,2023-01-01,10,1,2023,Medium
2023-01-01 11:00:00,1,EUR/USD,1.07933,1.0797,1.07858,1.07906,3457,1.4,1.080272,,HOLD,,NEUTRAL,1.0801363938554942,1.0803356436847695,-0.0001992498292753,-5.5408467085464153e-05,-0.0001438413621898,SELL,,,,NEUTRAL,,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,-53.00000000001125,-319.0000000000009,-319.0000000000009,0.0,0.0,0.0,0.0,2023-01-01,11,1,2023,Medium
2023-01-01 12:00:00,1,EUR/USD,1.07995,1.07995,1.07926,1.07945,2928,1.4,1.080163,,HOLD,,NEUTRAL,1.0800307948008028,1.0802700404488608,-0.0002392456480579,-9.217590327997036e-05,-0.000147069744778,SELL,,,,NEUTRAL,,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,-182.99999999999693,-501.9999999999978,-501.9999999999978,0.0,0.0,0.0,0.0,2023-01-01,12,1,2023,Medium
2023-01-01 13:00:00,1,EUR/USD,1.08068,1.08136,1.08068,1.08114,5020,1.4,1.080189,,HOLD,54.31034482758527,NEUTRAL,1.0802014417545256,1.0803344818970932,-0.0001330401425676,-0.0001003487511375,-3.269139143014614e-05,SELL,,,,NEUTRAL,0.0011614285714286,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,10.0000000000018,-491.999999999996,-491.999999999996,0.0,-0.0,0.0,0.0,2023-01-01,13,1,2023,Low
2023-01-01 14:00:00,1,EUR/USD,1.08073,1.0811,1.0801,1.0809,1989,1.9,1.080249,,HOLD,52.49999999999915,NEUTRAL,1.0803089122538294,1.0803763721269382,-6.74598731087439e-05,-9.377097553175431e-05,2.631110242301042e-05,BUY,,,,NEUTRAL,0.0011757142857143,0,0,1,0,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,-72.9999999999985,-564.9999999999945,-564.9999999999945,0.0,-0.0,0.0,0.0,2023-01-01,14,1,2023,Low
2023-01-01 15:00:00,1,EUR/USD,1.08044,1.08063,1.07973,1.08036,3488,1.0,1.0802869999999998,,HOLD,50.534759358289264,NEUTRAL,1.0803167719070863,1.0803751593767943,-5.8387469707987805e-05,-8.669427436700102e-05,2.830680465901321e-05,BUY,,,,NEUTRAL,0.0012021428571428,0,0,1,0,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,1.00000000000545,-563.9999999999891,-563.9999999999891,0.0,0.0,0.0,0.0,2023-01-01,15,1,2023,Low
2023-01-01 16:00:00,1,EUR/USD,1.08036,1.08099,1.08009,1.08047,2450,1.8,1.080247,,HOLD,49.52251023192353,NEUTRAL,1.0803403454598424,1.0803821846081432,-4.183914830080404e-05,-7.772324915376163e-05,3.588410085295759e-05,BUY,,,,NEUTRAL,0.0011257142857143,0,0,1,0,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,-176.99999999999804,-740.9999999999872,-740.9999999999872,0.0,-0.0,0.0,0.0,2023-01-01,16,1,2023,Low
2023-01-01 17:00:00,1,EUR/USD,1.07876,1.08032,1.0787,1.07888,2579,1.2,1.080027,,HOLD,38.34498834498898,NEUTRAL,1.0801156769275588,1.0802709116742066,-0.0001552347466478,-9.322554865256997e-05,-6.200919799523327e-05,SELL,,,,NEUTRAL,0.0011428571428571,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,5.000000000000348,-735.9999999999868,-735.9999999999868,0.0,-0.0,0.0,0.0,2023-01-01,17,1,2023,Low
2023-01-01 18:00:00,1,EUR/USD,1.07877,1.07893,1.07769,1.07871,3390,2.0,1.07984,,HOLD,40.26927784577789,NEUTRAL,1.0798994189387037,1.0801552885872283,-0.0002558696485246,-0.0001257543686269,-0.0001301152798976,SELL,,,,NEUTRAL,0.0011449999999999,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,-11.999999999992,-747.9999999999789,-747.9999999999789,0.0,-0.0,0.0,0.0,2023-01-01,18,1,2023,Low
2023-01-01 19:00:00,1,EUR/USD,1.07828,1.07864,1.07773,1.07863,1814,0.8,1.079686,,HOLD,41.48802017654547,NEUTRAL,1.0797041237173646,1.0800423042474336,-0.000338180530069,-0.0001682396009154,-0.0001699409291536,SELL,1.080104,1.0817319066312292,1.0784760933687707,NEUTRAL,0.0011635714285714,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,-13.999999999994898,-761.9999999999737,-761.9999999999737,0.0,0.0,0.0,0.0,2023-01-01,19,1,2023,Low
2023-01-01 20:00:00,1,EUR/USD,1.07879,1.08002,1.07859,1.07869,2929,2.0,1.0796290000000002,,HOLD,34.64788732394386,NEUTRAL,1.079548104683924,1.0799421335624384,-0.0003940288785144,-0.0002133974564352,-0.0001806314220792,SELL,1.0800115,1.081742094969185,1.0782809050308149,NEUTRAL,0.0011549999999999,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,105.99999999998168,-655.999999999992,-655.999999999992,0.0,-0.0,0.0,0.0,2023-01-01,20,1,2023,Low
2023-01-01 21:00:00,1,EUR/USD,1.07718,1.07785,1.07681,1.07743,4387,1.7,1.079466,,HOLD,27.607361963190883,BUY,1.0792222424248588,1.0797560495948504,-0.0005338071699916,-0.0002774793991464,-0.0002563277708451,SELL,1.079869,1.081941983103493,1.0777960168965066,BUY,0.0012471428571428,0,1,-1,1,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,134.9999999999966,-520.9999999999955,-520.9999999999955,0.0,0.0,0.0,0.0,2023-01-01,21,1,2023,Low
2023-01-01 22:00:00,1,EUR/USD,1.07965,1.0797,1.07863,1.07895,1816,0.8,1.0794160000000002,,HOLD,41.11232279171212,NEUTRAL,1.0791803589748803,1.079696342217454,-0.0005159832425736,-0.0003251801678319,-0.0001908030747417,SELL,1.0797895,1.0818760430993064,1.0777029569006935,NEUTRAL,0.0013271428571428,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,54.000000000006494,-466.999999999989,-466.999999999989,0.0,-0.0,0.0,0.0,2023-01-01,22,1,2023,Low
2023-01-01 23:00:00,1,EUR/USD,1.07834,1.07925,1.07786,1.07833,2483,1.1,1.079135,,HOLD,40.19189765458406,NEUTRAL,1.0790495345172066,1.0795951316828278,-0.0005455971656211,-0.0003692635673897,-0.0001763335982314,SELL,1.079662,1.081779382694197,1.0775446173058032,NEUTRAL,0.0013628571428571,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,102.99999999999189,-363.9999999999971,-363.9999999999971,0.0,-0.0,0.0,0.0,2023-01-01,23,1,2023,Low
2023-01-02 00:00:00,1,EUR/USD,1.07769,1.07769,1.07669,1.07719,2014,1.9,1.078764,,HOLD,39.229968782518256,NEUTRAL,1.0787634522837903,1.079416973780396,-0.0006535214966056,-0.0004261151532329,-0.0002274063433727,SELL,1.0795065,1.0818691860272067,1.0771438139727931,NEUTRAL,0.0014021428571428,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,16.000000000007248,-347.9999999999899,-347.9999999999899,0.0,-0.0,0.0,0.0,2023-01-02,0,1,2023,Medium
2023-01-02 01:00:00,1,EUR/USD,1.07718,1.07718,1.07654,1.07684,3878,1.5,1.078412,,HOLD,38.62704918032843,NEUTRAL,1.078467536547823,1.0792260868337,-0.0007585502858773,-0.0004926021797618,-0.0002659481061155,SELL,1.0793495,1.0819816452127595,1.0767173547872404,NEUTRAL,0.0013685714285714,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,158.00000000000094,-189.99999999998892,-189.99999999998892,0.0,-0.0,0.0,0.0,2023-01-02,1,1,2023,Low
2023-01-02 02:00:00,1,EUR/USD,1.07536,1.07536,1.07497,1.07511,1606,1.7,1.0778760000000005,,HOLD,30.450450450450205,NEUTRAL,1.0779509924635422,1.0789211915126853,-0.000970199049143,-0.000588121553638,-0.0003820774955049,SELL,1.0790615,1.0822041256203174,1.0759188743796828,BUY,0.0014385714285714,0,0,-1,1,0,HOLD,NO_ML_SIGNAL,0.5,HOLD,50,0.0,-0.0,-189.99999999998892,-189.99999999998892,0.0,-0.0,0.0,0.0,2023-01-02,2,1,2023,Medium
2023-01-02 03:00:00,1,EUR/USD,1.07376,1.07402,1.07304,1.07369,4553,0.8,1.077357,,HOLD,15.60480147737752,BUY,1.0772954551614589,1.0785336958450789,-0.0012382406836199,-0.0007181453796344,-0.0005200953039855,SELL,1.0786919999999998,1.0825022222617862,1.0748817777382134,BUY,0.0014499999999999,0,1,-1,1,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,23.999999999987597,-166.00000000000136,-166.00000000000136,0.0,0.0,0.0,0.0,2023-01-02,3,1,2023,Medium
2023-01-02 04:00:00,1,EUR/USD,1.07416,1.07439,1.073,1.07401,1643,1.7,1.076887,,HOLD,18.423464711273056,BUY,1.0767900005212343,1.078198607263962,-0.0014086067427274,-0.000856237652253,-0.0005523690904744,SELL,1.0783635,1.082597643298672,1.074129356701328,BUY,0.0014749999999999,0,1,-1,1,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,53.000000000014495,-112.99999999998688,-112.99999999998688,0.0,0.0,0.0,0.0,2023-01-02,4,1,2023,Medium
2023-01-02 05:00:00,1,EUR/USD,1.07496,1.07511,1.0741,1.07471,5620,1.8,1.076495,,HOLD,24.480578139114822,BUY,1.0764700004410446,1.0779401919110758,-0.0014701914700312,-0.0009790284158087,-0.0004911630542225,SELL,1.0780904999999998,1.0825331614830116,1.073647838516988,NEUTRAL,0.00147,0,1,-1,0,0,HOLD,NO_ML_SIGNAL,0.5,HOLD,50,0.0,0.0,-112.99999999998688,-112.99999999998688,0.0,0.0,0.0,0.0,2023-01-02,5,1,2023,Medium
2023-01-02 06:00:00,1,EUR/USD,1.07535,1.07661,1.07535,1.07559,1910,2.0,1.076185,,HOLD,29.39189189189165,BUY,1.0763346157578069,1.0777661036213664,-0.0014314878635595,-0.0010695203053588,-0.0003619675582006,SELL,1.0779070000000002,1.0824483473539777,1.073365652646023,NEUTRAL,0.0015414285714285,0,1,-1,0,0,HOLD,NO_ML_SIGNAL,0.5,HOLD,50,0.0,-0.0,-112.99999999998688,-112.99999999998688,0.0,-0.0,0.0,0.0,2023-01-02,6,1,2023,High
2023-01-02 07:00:00,1,EUR/USD,1.07511,1.07519,1.07459,1.07472,3900,1.4,1.075914,,HOLD,31.29496402877628,NEUTRAL,1.076086213333529,1.07754046631608,-0.0014542529825509,-0.0011464668407972,-0.0003077861417536,SELL,1.07769,1.0824105931830657,1.0729694068169344,NEUTRAL,0.0014864285714285,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,14.999999999990148,-97.99999999999672,-97.99999999999672,0.0,-0.0,0.0,0.0,2023-01-02,7,1,2023,Medium
2023-01-02 08:00:00,1,EUR/USD,1.07416,1.07589,1.0741,1.07443,1745,1.9,1.075462,,HOLD,30.96085409252628,NEUTRAL,1.0758314112822167,1.0773100614037776,-0.0014786501215608,-0.00121290349695,-0.0002657466246108,SELL,1.077439,1.082297394363314,1.072580605636686,NEUTRAL,0.0015257142857143,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,-71.00000000000759,-169.00000000000432,-169.00000000000432,0.0,0.0,0.0,0.0,2023-01-02,8,1,2023,High
2023-01-02 09:00:00,1,EUR/USD,1.07481,1.07502,1.07455,1.07495,4396,1.3,1.075124,,HOLD,34.246575342466045,NEUTRAL,1.075695809546491,1.077135242040535,-0.0014394324940438,-0.0012582092963687,-0.000181223197675,SELL,1.0771295,1.0817793646273457,1.0724796353726544,NEUTRAL,0.0014978571428571,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,35.000000000003595,-134.00000000000074,-134.00000000000074,0.0,-0.0,0.0,0.0,2023-01-02,9,1,2023,High
2023-01-02 10:00:00,1,EUR/USD,1.07407,1.07493,1.07407,1.07447,3250,1.5,1.074852,,HOLD,32.561983471074825,NEUTRAL,1.0755072234624157,1.076937816704199,-0.0014305932417835,-0.0012926860854517,-0.0001379071563317,SELL,1.076808,1.0812444499795515,1.0723715500204485,NEUTRAL,0.0014585714285714,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,-56.99999999998649,-190.99999999998724,-190.99999999998724,0.0,0.0,0.0,0.0,2023-01-02,10,1,2023,Medium
2023-01-02 11:00:00,1,EUR/USD,1.07523,1.07523,1.07445,1.07489,3058,1.7,1.074657,,HOLD,38.721136767317056,NEUTRAL,1.0754122660066592,1.076786126577962,-0.0013738605713027,-0.0013089209826219,-6.493958868080112e-05,SELL,1.0765345,1.080716060902218,1.072352939097782,NEUTRAL,0.00138,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,-133.000000000005,-323.99999999999227,-323.99999999999227,0.0,0.0,0.0,0.0,2023-01-02,11,1,2023,Medium
2023-01-02 12:00:00,1,EUR/USD,1.07575,1.07662,1.07531,1.07605,3856,1.8,1.0747509999999998,,HOLD,36.69724770642161,NEUTRAL,1.0755103789287117,1.0767315986832982,-0.0012212197545864,-0.0012913807370148,7.016098242838918e-05,BUY,1.0763135,1.080064307772651,1.0725626922273488,NEUTRAL,0.0013414285714286,0,0,1,0,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,37.000000000005045,-286.9999999999872,-286.9999999999872,0.0,0.0,0.0,0.0,2023-01-02,12,1,2023,Low
2023-01-02 13:00:00,1,EUR/USD,1.07707,1.07707,1.07613,1.0766,2991,1.6,1.075042,,HOLD,42.01292705447835,NEUTRAL,1.075678012939679,1.0767218506326834,-0.0010438376930044,-0.0012418721282127,0.0001980344352083,BUY,1.0761995,1.0797553963634194,1.0726436036365803,NEUTRAL,0.001315,0,0,1,0,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,87.00000000000864,-199.99999999997857,-199.99999999997857,0.0,0.0,0.0,0.0,2023-01-02,13,1,2023,Low
2023-01-02 14:00:00,1,EUR/USD,1.07787,1.07798,1.07746,1.07763,2025,1.5,1.075404,,HOLD,52.05223880597008,NEUTRAL,1.0759783186412668,1.0767891209561884,-0.0008108023149215,-0.0011556581655545,0.0003448558506329,BUY,1.0761455,1.079571293646044,1.072719706353956,NEUTRAL,0.0012964285714285,0,0,1,0,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,-41.0000000000149,-240.99999999999343,-240.99999999999343,0.0,-0.0,0.0,0.0,2023-01-02,14,1,2023,Low
2023-01-02 15:00:00,1,EUR/USD,1.0768,1.0774,1.0768,1.07737,3564,1.5,1.07567,,HOLD,52.492944496706976,NEUTRAL,1.0761924234656872,1.0768321490335078,-0.0006397255678205,-0.0010524716460077,0.0004127460781871,BUY,1.0760825,1.0793590056804006,1.0728059943195996,NEUTRAL,0.0013092857142857,0,0,1,0,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,-64.9999999999945,-305.99999999998795,-305.99999999998795,0.0,-0.0,0.0,0.0,2023-01-02,15,1,2023,Low
2023-01-02 16:00:00,1,EUR/USD,1.07652,1.07745,1.07652,1.07687,2084,1.5,1.075798,,HOLD,59.36170212765919,NEUTRAL,1.0762966660094275,1.0768349528088037,-0.0005382867993757,-0.0009496346766813,0.0004113478773055,BUY,1.0759915000000002,1.0790574094984435,1.072925590501557,NEUTRAL,0.0012421428571428,0,0,1,0,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,57.99999999998974,-247.9999999999982,-247.9999999999982,0.0,0.0,0.0,0.0,2023-01-02,16,1,2023,Low
2023-01-02 17:00:00,1,EUR/USD,1.07804,1.07888,1.0766,1.0776,4511,2.0,1.076086,,HOLD,72.44546498277704,SELL,1.0764971789310542,1.0768916229711143,-0.00039444404006,-0.000838596549357,0.000444152509297,BUY,1.076,1.0790835932559977,1.0729164067440025,NEUTRAL,0.0012571428571428,0,-1,1,0,0,HOLD,NO_ML_SIGNAL,0.5,HOLD,50,0.0,-0.0,-247.9999999999982,-247.9999999999982,0.0,-0.0,0.0,0.0,2023-01-02,17,1,2023,Low
2023-01-02 18:00:00,1,EUR/USD,1.07569,1.07569,1.07506,1.07542,2005,0.8,1.0761850000000002,,HOLD,56.66982024597969,NEUTRAL,1.0763314590955075,1.0767826138621428,-0.0004511547666352,-0.0007611081928127,0.0003099534261774,BUY,1.0758234999999998,1.0785832274846414,1.0730637725153582,NEUTRAL,0.0013392857142857,0,0,1,0,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,-20.999999999996348,-268.99999999999454,-268.99999999999454,0.0,-0.0,0.0,0.0,2023-01-02,18,1,2023,Low
2023-01-02 19:00:00,1,EUR/USD,1.07518,1.07571,1.0744,1.07529,2542,1.1,1.076219,,HOLD,52.90000000000013,NEUTRAL,1.0761712346192756,1.0766720498723543,-0.0005008152530789,-0.0007090496048659,0.0002082343517869,BUY,1.0756715,1.078172718860773,1.0731702811392267,NEUTRAL,0.0013542857142857,0,0,1,0,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,179.00000000000128,-89.99999999999326,-89.99999999999326,0.0,0.0,0.0,0.0,2023-01-02,19,1,2023,Low
2023-01-02 20:00:00,1,EUR/USD,1.07749,1.07749,1.07651,1.07719,8613,1.3,1.076491,,HOLD,57.25952813067169,NEUTRAL,1.0763279677547717,1.0767104165484764,-0.0003824487937049,-0.0006437294426337,0.0002612806489287,BUY,1.0756715,1.078172718860773,1.0731702811392267,NEUTRAL,0.0013757142857143,0,0,1,0,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,97.99999999999444,8.000000000001165,0.0,0.0,0.0,0.0,0.0,2023-01-02,20,1,2023,Low
2023-01-02 21:00:00,1,EUR/USD,1.07823,1.0787,1.07761,1.0783,7600,0.9,1.076832,,HOLD,65.89698046181257,NEUTRAL,1.0766313573309605,1.0768281634708117,-0.0001968061398509,-0.0005543447820772,0.0003575386422262,BUY,1.0757445,1.078464929339183,1.0730240706608172,NEUTRAL,0.0014121428571428,0,0,1,0,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,-357.9999999999993,-349.9999999999982,-357.9999999999993,0.0,-0.0,0.0,0.0,2023-01-02,21,1,2023,Medium
2023-01-02 22:00:00,1,EUR/USD,1.0744,1.07536,1.0744,1.07481,6742,1.6,1.076708,,HOLD,51.31396957123115,NEUTRAL,1.0763511485108128,1.076678669880381,-0.0003275213695681,-0.0005089800995753,0.0001814587300072,BUY,1.0757295,1.0784679088733986,1.0729910911266014,NEUTRAL,0.0015628571428571,0,0,1,0,1,BUY,NO_ML_SIGNAL,0.5,HOLD,50,1.0,-170.0000000000097,-520.0000000000078,-528.000000000009,0.0,-0.0,0.0,0.0,2023-01-02,22,1,2023,High
2023-01-02 23:00:00,1,EUR/USD,1.07329,1.07334,1.07302,1.07327,9643,1.8,1.076375,,HOLD,44.57364341085229,NEUTRAL,1.075877125662995,1.0764261758151676,-0.0005490501521723,-0.0005169941100947,-3.205604207754461e-05,SELL,1.0757085,1.0785182744805577,1.0728987255194424,NEUTRAL,0.0016485714285714,0,0,-1,0,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,86.99999999999955,-433.0000000000083,-441.00000000000944,0.0,-0.0,0.0,0.0,2023-01-02,23,1,2023,High
2023-01-03 00:00:00,1,EUR/USD,1.07202,1.07246,1.07202,1.07222,3086,1.9,1.075834,,HOLD,42.99065420560717,NEUTRAL,1.0753144909456114,1.0761146072362664,-0.000800116290655,-0.0005736185462068,-0.0002264977444481,SELL,1.075619,1.078752015362741,1.0724859846372592,BUY,0.0016749999999999,0,0,-1,1,0,HOLD,NO_ML_SIGNAL,0.5,HOLD,50,0.0,-0.0,-433.0000000000083,-441.00000000000944,0.0,-0.0,0.0,0.0,2023-01-03,0,1,2023,High
2023-01-03 01:00:00,1,EUR/USD,1.07161,1.07282,1.07112,1.0718,8566,1.5,1.075277,1.07753,SELL,40.373831775701454,NEUTRAL,1.074773800030902,1.0757950067002466,-0.0010212066693446,-0.0006631361708344,-0.0003580704985102,SELL,1.0754735,1.0790264100007878,1.071920589999212,BUY,0.0017407142857142,-1,0,-1,1,-1,SELL,NO_ML_SIGNAL,0.5,HOLD,50,-1.0,1.0000000000159996,-431.9999999999923,-439.9999999999935,0.0,-0.0,0.0,0.0,2023-01-03,1,1,2023,High
2023-01-03 02:00:00,1,EUR/USD,1.07144,1.07196,1.07144,1.07164,2686,1.8,1.074754,1.077352,SELL,35.348837209302246,NEUTRAL,1.0742916769492248,1.0754872284261543,-0.0011955514769295,-0.0007696192320534,-0.000425932244876,SELL,1.075276,1.0792193376191954,1.0713326623808048,NEUTRAL,0.0016542857142857,-1,0,-1,0,-2,STRONG_SELL,NO_ML_SIGNAL,0.5,STRONG_SELL,75,-1.0,34.99999999999194,-397.0000000000004,-405.0000000000016,-1.0,34.99999999999,34.99999999999,0.0,2023-01-03,2,1,2023,High
