DateTime,PairID,PairName,Open,High,Low,Close,Volume,Spread,SMA_10,SMA_50,Trend,RSI_14,RSI_Signal,EMA_12,EMA_26,MACD,MACD_Signal_Line,MACD_Histogram,MACD_Signal,BB_Middle,BB_Upper,BB_Lower,BB_Signal,ATR_14,Trend_Score,RSI_Score,MACD_Score,BB_Score,TechnicalScore,TechnicalSignal
2023-01-02 07:00:00,1,EUR/USD,1.07511,1.07519,1.07459,1.07472,3900,1.4,1.075914,,HOLD,31.294964028776278,NEUTRAL,1.076086213333529,1.07754046631608,-0.0014542529825509742,-0.0011464668407972873,-0.0003077861417536869,SELL,1.07769,1.0824105931830657,1.0729694068169344,NEUTRAL,0.0014864285714285869,0,0,-1,0,-1,SELL
2023-01-02 08:00:00,1,EUR/USD,1.07416,1.07589,1.0741,1.07443,1745,1.9,1.075462,,HOLD,30.960854092526276,NEUTRAL,1.0758314112822167,1.0773100614037776,-0.0014786501215608983,-0.0012129034969500096,-0.0002657466246108887,SELL,1.077439,1.082297394363314,1.072580605636686,NEUTRAL,0.001525714285714305,0,0,-1,0,-1,SELL
2023-01-02 09:00:00,1,EUR/USD,1.07481,1.07502,1.07455,1.07495,4396,1.3,1.075124,,HOLD,34.246575342466045,NEUTRAL,1.075695809546491,1.077135242040535,-0.0014394324940438796,-0.0012582092963687836,-0.00018122319767509601,SELL,1.0771295,1.0817793646273457,1.0724796353726544,NEUTRAL,0.00149785714285717,0,0,-1,0,-1,SELL
2023-01-02 10:00:00,1,EUR/USD,1.07407,1.07493,1.07407,1.07447,3250,1.5,1.0748520000000001,,HOLD,32.561983471074825,NEUTRAL,1.0755072234624155,1.076937816704199,-0.0014305932417835177,-0.0012926860854517305,-0.0001379071563317872,SELL,1.076808,1.0812444499795515,1.0723715500204485,NEUTRAL,0.0014585714285714519,0,0,-1,0,-1,SELL
2023-01-02 11:00:00,1,EUR/USD,1.07523,1.07523,1.07445,1.07489,3058,1.7,1.074657,,HOLD,38.721136767317056,NEUTRAL,1.0754122660066592,1.076786126577962,-0.0013738605713027319,-0.0013089209826219307,-6.493958868080112e-05,SELL,1.0765345,1.080716060902218,1.072352939097782,NEUTRAL,0.001380000000000032,0,0,-1,0,-1,SELL
2023-01-02 12:00:00,1,EUR/USD,1.07575,1.07662,1.07531,1.07605,3856,1.8,1.0747509999999998,,HOLD,36.69724770642161,NEUTRAL,1.0755103789287117,1.0767315986832982,-0.0012212197545864445,-0.0012913807370148337,7.016098242838918e-05,BUY,1.0763135,1.080064307772651,1.0725626922273488,NEUTRAL,0.0013414285714286045,0,0,1,0,1,BUY
2023-01-02 13:00:00,1,EUR/USD,1.07707,1.07707,1.07613,1.0766,2991,1.6,1.075042,,HOLD,42.01292705447835,NEUTRAL,1.075678012939679,1.0767218506326834,-0.0010438376930044235,-0.0012418721282127516,0.00019803443520832807,BUY,1.0761995,1.0797553963634194,1.0726436036365805,NEUTRAL,0.0013150000000000345,0,0,1,0,1,BUY
2023-01-02 14:00:00,1,EUR/USD,1.07787,1.07798,1.07746,1.07763,2025,1.5,1.075404,,HOLD,52.052238805970084,NEUTRAL,1.0759783186412668,1.0767891209561884,-0.0008108023149215882,-0.001155658165554519,0.0003448558506329309,BUY,1.0761455,1.079571293646044,1.072719706353956,NEUTRAL,0.0012964285714285953,0,0,1,0,1,BUY
2023-01-02 15:00:00,1,EUR/USD,1.0768,1.0774,1.0768,1.07737,3564,1.5,1.0756700000000001,,HOLD,52.492944496706976,NEUTRAL,1.0761924234656872,1.0768321490335078,-0.0006397255678205482,-0.0010524716460077249,0.00041274607818717664,BUY,1.0760825,1.0793590056804006,1.0728059943195996,NEUTRAL,0.001309285714285743,0,0,1,0,1,BUY
2023-01-02 16:00:00,1,EUR/USD,1.07652,1.07745,1.07652,1.07687,2084,1.5,1.075798,,HOLD,59.36170212765919,NEUTRAL,1.0762966660094277,1.0768349528088035,-0.0005382867993757312,-0.0009496346766813262,0.000411347877305595,BUY,1.0759915000000002,1.0790574094984435,1.072925590501557,NEUTRAL,0.00124214285714289,0,0,1,0,1,BUY
2023-01-02 17:00:00,1,EUR/USD,1.07804,1.07888,1.0766,1.0776,4511,2.0,1.0760859999999999,,HOLD,72.44546498277704,SELL,1.0764971789310542,1.0768916229711143,-0.0003944440400600602,-0.000838596549357073,0.00044415250929701283,BUY,1.076,1.0790835932559977,1.0729164067440025,NEUTRAL,0.001257142857142893,0,-1,1,0,0,HOLD
2023-01-02 18:00:00,1,EUR/USD,1.07569,1.07569,1.07506,1.07542,2005,0.8,1.0761850000000002,,HOLD,56.66982024597969,NEUTRAL,1.0763314590955075,1.0767826138621428,-0.00045115476663526444,-0.0007611081928127114,0.0003099534261774469,BUY,1.0758234999999998,1.0785832274846414,1.0730637725153582,NEUTRAL,0.0013392857142857492,0,0,1,0,1,BUY
2023-01-02 19:00:00,1,EUR/USD,1.07518,1.07571,1.0744,1.07529,2542,1.1,1.076219,,HOLD,52.90000000000013,NEUTRAL,1.0761712346192756,1.0766720498723545,-0.00050081525307899,-0.0007090496048659671,0.0002082343517869771,BUY,1.0756715,1.078172718860773,1.0731702811392267,NEUTRAL,0.0013542857142857365,0,0,1,0,1,BUY
2023-01-02 20:00:00,1,EUR/USD,1.07749,1.07749,1.07651,1.07719,8613,1.3,1.0764909999999999,,HOLD,57.25952813067169,NEUTRAL,1.0763279677547715,1.0767104165484764,-0.0003824487937049703,-0.0006437294426337677,0.00026128064892879744,BUY,1.0756715,1.078172718860773,1.0731702811392267,NEUTRAL,0.0013757142857143054,0,0,1,0,1,BUY
2023-01-02 21:00:00,1,EUR/USD,1.07823,1.0787,1.07761,1.0783,7600,0.9,1.076832,,HOLD,65.89698046181257,NEUTRAL,1.0766313573309605,1.0768281634708115,-0.00019680613985095796,-0.0005543447820772057,0.0003575386422262478,BUY,1.0757445,1.078464929339183,1.0730240706608172,NEUTRAL,0.0014121428571428618,0,0,1,0,1,BUY
2023-01-02 22:00:00,1,EUR/USD,1.0744,1.07536,1.0744,1.07481,6742,1.6,1.076708,,HOLD,51.31396957123115,NEUTRAL,1.0763511485108128,1.076678669880381,-0.00032752136956815114,-0.0005089800995753948,0.00018145873000724368,BUY,1.0757295,1.0784679088733986,1.0729910911266014,NEUTRAL,0.0015628571428571516,0,0,1,0,1,BUY
2023-01-02 23:00:00,1,EUR/USD,1.07329,1.07334,1.07302,1.07327,9643,1.8,1.076375,,HOLD,44.57364341085229,NEUTRAL,1.0758771256629953,1.0764261758151676,-0.0005490501521723257,-0.0005169941100947811,-3.205604207754461e-05,SELL,1.0757085,1.0785182744805575,1.0728987255194424,NEUTRAL,0.0016485714285714278,0,0,-1,0,-1,SELL
2023-01-03 00:00:00,1,EUR/USD,1.07202,1.07246,1.07202,1.07222,3086,1.9,1.075834,,HOLD,42.990654205607164,NEUTRAL,1.0753144909456114,1.0761146072362664,-0.0008001162906550174,-0.0005736185462068284,-0.00022649774444818906,SELL,1.075619,1.078752015362741,1.0724859846372592,BUY,0.0016749999999999979,0,0,-1,1,0,HOLD
2023-01-03 01:00:00,1,EUR/USD,1.07161,1.07282,1.07112,1.0718,8566,1.5,1.075277,1.07753,SELL,40.373831775701454,NEUTRAL,1.074773800030902,1.0757950067002466,-0.0010212066693446875,-0.0006631361708344002,-0.00035807049851028735,SELL,1.0754735,1.0790264100007878,1.0719205899992121,BUY,0.001740714285714286,-1,0,-1,1,-1,SELL
2023-01-03 02:00:00,1,EUR/USD,1.07144,1.07196,1.07144,1.07164,2686,1.8,1.074754,1.077352,SELL,35.348837209302246,NEUTRAL,1.0742916769492248,1.0754872284261543,-0.0011955514769295128,-0.0007696192320534227,-0.00042593224487609007,SELL,1.0752760000000001,1.0792193376191954,1.0713326623808048,NEUTRAL,0.0016542857142857192,-1,0,-1,0,-2,STRONG_SELL
2023-01-03 03:00:00,1,EUR/USD,1.07142,1.07145,1.07092,1.07111,6162,1.9,1.074105,1.0771686,SELL,31.73652694610766,NEUTRAL,1.0738021881878055,1.0751629892834762,-0.0013608010956707162,-0.0008878556047768815,-0.0004729454908938347,SELL,1.0750955,1.0794545654478869,1.070736434552113,NEUTRAL,0.0016328571428571343,-1,0,-1,0,-2,STRONG_SELL
2023-01-03 04:00:00,1,EUR/USD,1.0718,1.07232,1.07154,1.07198,4331,2.0,1.073761,1.0769974,SELL,31.002017484867977,NEUTRAL,1.0735218515435276,1.074927212299515,-0.001405360755987406,-0.0009913566350189865,-0.00041400412096841946,SELL,1.074973,1.0795433902862266,1.0704026097137733,NEUTRAL,0.001620714285714277,-1,0,-1,0,-2,STRONG_SELL
2023-01-03 05:00:00,1,EUR/USD,1.07242,1.0736,1.07198,1.07264,5329,1.9,1.073496,1.0768326000000001,SELL,34.51211525867713,NEUTRAL,1.0733861820752926,1.0747577891662177,-0.0013716070909250977,-0.0010674067262002088,-0.0003042003647248889,SELL,1.0748574999999998,1.0795455761400332,1.0701694238599664,NEUTRAL,0.0016771428571428532,-1,0,-1,0,-2,STRONG_SELL
2023-01-03 06:00:00,1,EUR/USD,1.07267,1.07299,1.07196,1.0724,5725,1.2,1.073017,1.0766745999999998,SELL,35.10992671552282,NEUTRAL,1.0732344617560168,1.0745831381168682,-0.001348676360851453,-0.0011236606531304578,-0.00022501570772099516,SELL,1.074754,1.0795678108330984,1.0699401891669016,NEUTRAL,0.0016842857142857096,-1,0,-1,0,-2,STRONG_SELL
2023-01-03 07:00:00,1,EUR/USD,1.07234,1.07255,1.07197,1.07243,2193,1.9,1.07243,1.0765236,SELL,31.935709294199995,NEUTRAL,1.0731106984089371,1.0744236464045076,-0.0013129479955704682,-0.00116151812161846,-0.00015142987395200822,SELL,1.0746310000000001,1.0795546396464846,1.0697073603535157,NEUTRAL,0.0015628571428571198,-1,0,-1,0,-2,STRONG_SELL
2023-01-03 08:00:00,1,EUR/USD,1.0732,1.0732,1.07209,1.07253,1802,1.6,1.072202,1.0763568000000001,SELL,38.18479149632025,NEUTRAL,1.0730213601921776,1.07428337630047,-0.001262016108292352,-0.0011816177189532383,-8.039838933911365e-05,SELL,1.074455,1.0794165723314302,1.0694934276685697,NEUTRAL,0.0014607142857142597,-1,0,-1,0,-2,STRONG_SELL
2023-01-03 09:00:00,1,EUR/USD,1.071,1.07164,1.07087,1.07123,2967,1.5,1.071998,1.0761598,SELL,34.85074626865615,NEUTRAL,1.072745766316458,1.074057200278213,-0.0013114339617550375,-0.0012075809675135983,-0.00010385299424143916,SELL,1.0741865000000002,1.0792396794056096,1.0691333205943907,NEUTRAL,0.001485714285714265,-1,0,-1,0,-2,STRONG_SELL
2023-01-03 10:00:00,1,EUR/USD,1.07217,1.07235,1.07183,1.07227,3664,1.5,1.072003,1.0759935999999999,SELL,30.382775119617435,NEUTRAL,1.0726725714985414,1.0739248150724194,-0.001252243573877987,-0.0012165134887864762,-3.5730085091510754e-05,SELL,1.0739185,1.0787671190112034,1.0690698809887966,NEUTRAL,0.0014085714285714099,-1,0,-1,0,-2,STRONG_SELL
2023-01-03 11:00:00,1,EUR/USD,1.07185,1.0719,1.07156,1.07167,4611,0.9,1.07199,1.0758236,SELL,22.443890274314626,BUY,1.072518329729535,1.0737577917337218,-0.0012394620041866755,-0.001221103191866516,-1.835881232015949e-05,SELL,1.0736335,1.0782943482399454,1.0689726517600544,NEUTRAL,0.001351428571428559,-1,1,-1,0,-1,SELL
2023-01-03 12:00:00,1,EUR/USD,1.07005,1.07087,1.06973,1.07012,3482,1.3,1.071838,1.0756408,SELL,26.759167492567357,BUY,1.0721493559249913,1.073488325679372,-0.0013389697543806367,-0.0012446765043693402,-9.429325001129646e-05,SELL,1.073296,1.0779476161311519,1.0686443838688482,NEUTRAL,0.0012114285714285458,-1,1,-1,0,-1,SELL
2023-01-03 13:00:00,1,EUR/USD,1.07148,1.07186,1.07148,1.0717,2909,0.9,1.0718969999999999,1.0754936,SELL,42.25074037512446,NEUTRAL,1.0720802242442233,1.0733558571105295,-0.0012756328663061645,-0.001250867776756705,-2.476508954945937e-05,SELL,1.073001,1.07723272429706,1.0687692757029401,NEUTRAL,0.0012078571428571255,-1,0,-1,0,-2,STRONG_SELL
2023-01-03 14:00:00,1,EUR/USD,1.07253,1.07253,1.07176,1.07204,2823,1.1,1.071903,1.0753454,SELL,49.044585987262,NEUTRAL,1.0720740358989582,1.0732583862134533,-0.0011843503144950418,-0.0012375642843043726,5.3213969809330804e-05,BUY,1.072832,1.0769246460363633,1.0687393539636367,NEUTRAL,0.0011778571428571194,-1,0,1,0,0,HOLD
2023-01-03 15:00:00,1,EUR/USD,1.07249,1.07266,1.07223,1.07247,4874,2.0,1.071886,1.075172,SELL,53.55249204665913,NEUTRAL,1.0721349534529647,1.073199987234679,-0.0010650337817141864,-0.0012030581837863354,0.00013802440207214906,BUY,1.072691,1.0766180446903508,1.0687639553096493,NEUTRAL,0.0011007142857142485,-1,0,1,0,0,HOLD
2023-01-03 16:00:00,1,EUR/USD,1.07274,1.07299,1.07256,1.07258,6158,1.3,1.071904,1.0750056000000001,SELL,55.01066098081089,NEUTRAL,1.0722034221525087,1.0731540622543323,-0.0009506401018235522,-0.0011525745673937788,0.00020193446557022665,BUY,1.0724605,1.0757679618985772,1.069153038101423,NEUTRAL,0.0011007142857142485,-1,0,1,0,0,HOLD
2023-01-03 17:00:00,1,EUR/USD,1.07357,1.07425,1.07263,1.07361,4856,1.5,1.072022,1.0748706,SELL,62.65182186234748,NEUTRAL,1.0724198187444305,1.073187835420678,-0.000768016676247596,-0.0010756629891645422,0.0003076463129169462,BUY,1.072226,1.0741771659132593,1.0702748340867405,NEUTRAL,0.001168571428571392,-1,0,1,0,0,HOLD
2023-01-03 18:00:00,1,EUR/USD,1.07253,1.07303,1.07156,1.0727,2039,2.0,1.072039,1.0747152000000002,SELL,53.62903225806465,NEUTRAL,1.0724629235529797,1.0731516994635908,-0.0006887759106111169,-0.0009982855734538571,0.00030950966284274024,BUY,1.0721205,1.0736702704414092,1.070570729558591,NEUTRAL,0.0012285714285713884,-1,0,1,0,0,HOLD
2023-01-03 19:00:00,1,EUR/USD,1.07305,1.07389,1.07267,1.07287,4842,1.0,1.072203,1.074595,SELL,51.21951219512167,NEUTRAL,1.072525550698675,1.0731308328366582,-0.0006052821379831652,-0.0009196848863597187,0.0003144027483765535,BUY,1.0721005000000001,1.073597225900446,1.0706037740995542,NEUTRAL,0.0011999999999999472,-1,0,1,0,0,HOLD
2023-01-03 20:00:00,1,EUR/USD,1.0713,1.07243,1.07082,1.07145,1265,2.0,1.072121,1.0744497999999998,SELL,45.52309142318574,NEUTRAL,1.0723600813604173,1.0730063267006094,-0.0006462453401920865,-0.0008649969771261923,0.00021875163693410582,BUY,1.072062,1.0735851629141926,1.0705388370858075,NEUTRAL,0.0012728571428570756,-1,0,1,0,0,HOLD
2023-01-03 21:00:00,1,EUR/USD,1.07211,1.07305,1.07211,1.0729,1899,1.1,1.072244,1.0743352,SELL,51.95344970906052,NEUTRAL,1.072443145766507,1.0729984506487125,-0.0005553048822055651,-0.0008030585581420669,0.00024775367593650184,BUY,1.072117,1.073679266908934,1.070554733091066,NEUTRAL,0.001345714285714236,-1,0,1,0,0,HOLD
2023-01-03 22:00:00,1,EUR/USD,1.07311,1.07311,1.07266,1.07291,1747,1.9,1.072523,1.0742196,SELL,51.59128978224471,NEUTRAL,1.0725149694947367,1.0729918987488078,-0.0004769292540711678,-0.0007378326973278871,0.00026090344325671924,BUY,1.0721805,1.0737642261193354,1.0705967738806645,NEUTRAL,0.001298571428571387,-1,0,1,0,0,HOLD
2023-01-03 23:00:00,1,EUR/USD,1.07309,1.07349,1.07247,1.07275,6442,1.2,1.0726280000000001,1.074126,SELL,57.03703703703782,NEUTRAL,1.0725511280340079,1.0729739803229703,-0.00042285228896243865,-0.0006748366156547974,0.00025198432669235873,BUY,1.0722625000000001,1.0737813482478553,1.070743651752145,NEUTRAL,0.0012528571428571031,-1,0,1,0,0,HOLD
2023-01-04 00:00:00,1,EUR/USD,1.07315,1.07351,1.07228,1.07311,5375,1.5,1.072735,1.0740091999999999,SELL,54.1501976284583,NEUTRAL,1.0726371083364683,1.0729840558546022,-0.000346947518133911,-0.0006092587961506201,0.00026231127801670914,BUY,1.072319,1.0738771622103287,1.0707608377896713,NEUTRAL,0.00126071428571425,-1,0,1,0,0,HOLD
2023-01-04 01:00:00,1,EUR/USD,1.07285,1.07373,1.07285,1.07318,2605,0.8,1.0728060000000001,1.0739062,SELL,57.872784150157244,NEUTRAL,1.0727206301308578,1.0729985702357427,-0.0002779401048849106,-0.0005429950578974783,0.00026505495301256765,BUY,1.072346,1.0739457420844793,1.0707462579155207,NEUTRAL,0.0012728571428571073,-1,0,1,0,0,HOLD
2023-01-04 02:00:00,1,EUR/USD,1.07409,1.07461,1.07336,1.07387,5060,1.3,1.072935,1.0738398,SELL,71.4776632302416,SELL,1.072897456264572,1.0730631205886507,-0.00016566432407882914,-0.00046752891113374846,0.0003018645870549193,BUY,1.0724195,1.0741586888611503,1.0706803111388499,NEUTRAL,0.001236428571428551,-1,-1,1,0,-1,SELL
